user_id,name,birth_date,registration_date,country,city
5694,Michael Anderson,1994-03-03,2018-06-08,IS,Hafnarfjordur
5695,Regina Brown,1971-03-08,2021-06-19,DK,Aarhus
5696,Rebecca Sanchez,1953-09-07,2022-03-11,SI,Maribor
5697,Kim Mcdonald,1968-01-20,2018-02-23,UA,Kharkiv
5698,Martin Orr,1966-01-12,2019-09-30,RU,Saint Petersburg
5699,Lisa Blair,1962-08-26,2012-08-30,IT,Milan
5700,Jared Mccarthy,1964-02-24,2013-04-01,HR,Split
5701,Jennifer Ramirez,1984-09-18,2020-04-20,DE,Munich
5702,Caleb Wilson,1957-04-26,2014-05-11,AL,Tirana
5703,Nicholas Gibson,1982-04-25,2015-03-13,AL,Tirana
5704,Nicole Williams,1993-02-27,2016-12-06,RU,Novosibirsk
5705,Cathy Martinez,1973-01-06,2017-09-13,AL,Durrës
5706,Tanner Alexander,1985-12-27,2010-05-05,NO,Stavanger
5707,Vanessa Parker,1973-06-07,2022-01-10,CH,Zurich
5708,Debra Burns MD,2003-08-30,2020-08-22,SE,Stockholm
5709,Clayton Velasquez,1992-12-15,2011-05-27,LT,Klaipeda
5710,Benjamin Tate,1981-05-23,2023-07-22,ES,Barcelona
5711,Kathy Green,1946-03-10,2021-09-08,PT,Lisbon
5712,Keith Velasquez,2004-10-27,2016-08-03,DE,Berlin
5713,Bruce Shea,1949-02-20,2012-04-17,NL,The Hague
5714,Sean Collins,1949-12-31,2021-04-15,DE,Hamburg
5715,Kelly Spencer,1949-01-30,2015-12-10,DE,Munich
5716,Larry Graham,1962-05-31,2015-02-02,NO,Oslo
5717,Robert Harrison,1964-01-10,2017-12-04,NO,Bergen
5718,Mrs. Paula Chen,1956-12-26,2012-04-22,AL,Vlorë
5719,Lisa Chavez PhD,1973-02-13,2016-06-05,BG,Plovdiv
5720,Justin Elliott,1948-02-27,2011-04-29,BE,Ghent
5721,Kirk Owens,1970-12-13,2015-05-04,MT,Valletta
5722,Julie Allison,1994-12-09,2021-02-28,NO,Stavanger
5723,Laura Copeland,2004-05-15,2020-07-10,BE,Brussels
5724,Catherine Payne,1971-02-17,2017-12-19,RU,Novosibirsk
5725,Carly Evans,1975-08-24,2010-06-20,CY,Nicosia
5726,Megan Brown,1978-08-20,2016-09-20,SE,Stockholm
5727,Jamie Mccann,1974-07-29,2013-07-22,GB,Manchester
5728,Julie Bell,1961-09-09,2019-06-02,PL,Krakow
5729,Mark Reyes,1984-09-25,2023-08-18,SE,Stockholm
5730,Lauren Carter,1993-05-24,2019-08-18,NL,The Hague
5731,Shane Compton,1946-07-07,2022-02-24,AT,Vienna
5732,Yolanda Spencer,1990-09-16,2010-11-07,LV,Liepaja
5733,Kenneth Castillo,1952-09-20,2017-06-08,NO,Stavanger
5734,Maria Cole,1959-06-25,2018-04-05,MT,Birkirkara
5735,Jessica Anderson,1977-07-19,2019-02-17,SI,Maribor
5736,Sarah Elliott,1944-05-06,2014-01-04,NO,Bergen
5737,Thomas Hunt,1955-10-26,2020-04-13,GB,London
5738,Alyssa Hernandez,1997-05-17,2022-09-25,CY,Limassol
5739,Raymond Moore,1995-10-20,2010-02-08,NL,The Hague
5740,Robert Flores,1948-04-22,2015-04-09,HR,Zagreb
5741,April Mcgee,1946-05-20,2015-07-18,FR,Paris
5742,Amanda Olson,1971-02-28,2022-07-26,UA,Odessa
5743,Mark Parsons,1972-07-14,2010-04-01,ES,Barcelona
5744,Kristen Willis,1967-01-23,2017-09-06,FR,Paris
5745,Ryan Jones,1956-03-09,2013-07-18,SE,Malmö
5746,Stephen Moses,1966-07-16,2013-10-29,AL,Durrës
5747,William Fischer DDS,1954-01-05,2016-07-15,SE,Malmö
5748,Gary Suarez,1970-03-10,2017-02-05,SE,Stockholm
5749,Tasha Perry,1980-12-30,2018-07-08,AT,Graz
5750,James Singleton,1978-09-01,2014-01-31,FI,Espoo
5751,Colleen Blair,1996-06-07,2014-10-15,NL,The Hague
5752,Derrick Scott,1987-12-16,2014-01-19,EE,Tallinn
5753,Stacey Rivera,1959-10-12,2010-12-06,AT,Vienna
5754,Anthony Perry,1977-06-07,2015-11-28,SI,Celje
5755,Cathy Hart,1946-03-29,2014-04-01,GB,Manchester
5756,John Patel,1997-12-26,2015-05-28,RU,Moscow
5757,Cynthia Garcia,2001-06-30,2017-09-02,RO,Bucharest
5758,Michelle Wilson,2005-06-02,2010-09-12,PT,Porto
5759,Eric Summers,1999-09-04,2018-07-22,LU,Esch-sur-Alzette
5760,Jody Boyd,2003-03-25,2016-02-28,UA,Kharkiv
5761,Carla Cook,1976-09-13,2012-05-25,ES,Valencia
5762,John Williams,1999-03-16,2021-06-18,LU,Differdange
5763,Lori Wilson,2000-10-07,2021-06-30,DE,Berlin
5764,Jason Roberts,1967-05-20,2012-01-28,ES,Valencia
5765,Jennifer Williams,1947-10-21,2021-08-13,NO,Stavanger
5766,Eric Diaz,1981-03-22,2013-01-26,BE,Antwerp
5767,Angela Lopez,1949-10-07,2017-09-18,FR,Marseille
5768,Paul Jones,1972-07-07,2021-04-02,DK,Odense
5769,Monique Gilmore DDS,2006-06-19,2018-07-05,LV,Liepaja
5770,David Jackson,1943-10-23,2021-04-13,PL,Warsaw
5771,Jesse White,1973-01-02,2012-11-24,UA,Kharkiv
5772,Robert Ryan,1967-05-12,2011-06-29,FR,Paris
5773,Samantha Clayton,1976-05-11,2013-05-03,PT,Porto
5774,Beth Burton,1997-03-18,2019-03-03,EE,Tartu
5775,Daniel Burnett,1944-05-21,2011-04-27,DE,Berlin
5776,Angela Church,2000-01-20,2011-11-30,ES,Valencia
5777,Brandon Garcia,2006-03-18,2020-11-07,BG,Sofia
5778,Brenda Mosley,1989-10-24,2020-11-13,FR,Lyon
5779,Claudia Davis,1973-09-10,2021-11-13,MT,Birkirkara
5780,Donna Jackson,2002-01-31,2012-02-11,IT,Naples
5781,Joseph Taylor,1987-09-13,2018-07-02,NO,Stavanger
5782,Eric Combs,1999-07-02,2016-05-01,CY,Larnaca
5783,Austin Ruiz,1955-01-27,2011-05-08,SK,Prešov
5784,Christine Bishop,1976-06-03,2014-09-02,IS,Reykjavik
5785,Matthew Pitts,1976-12-26,2021-10-15,FI,Helsinki
5786,Brett Cochran,1948-12-21,2011-04-23,NO,Stavanger
5787,Mrs. Amanda Reyes,1971-04-08,2021-06-22,AL,Durrës
5788,Brian Odom,1976-04-21,2012-05-15,HR,Split
5789,Kellie Perez,1971-08-20,2016-02-15,NL,Rotterdam
5790,Joe Rivera,1995-11-14,2021-08-27,IT,Milan
5791,William Gray,1999-03-12,2022-11-17,IE,Dublin
5792,Megan Kennedy,1964-07-20,2019-09-27,FI,Espoo
5793,Anna Dillon,1982-02-14,2016-03-16,ES,Madrid
5794,Patricia Smith,1984-08-17,2019-11-14,ES,Valencia
5795,John James,1993-10-04,2013-05-20,MT,Birkirkara
5796,Michael Sheppard,1969-12-14,2014-08-31,GB,Birmingham
5797,Michael Sherman,1990-12-06,2021-08-05,SI,Maribor
5798,Sharon Byrd,1967-05-18,2016-06-07,DE,Berlin
5799,Nathaniel Young,1956-12-07,2023-01-07,BG,Plovdiv
5800,Kathleen Nelson,1952-05-27,2013-01-29,LU,Esch-sur-Alzette
5801,James Martinez,1987-10-19,2023-07-15,SI,Ljubljana
5802,Susan Mccormick,2001-08-09,2012-05-28,LT,Kaunas
5803,Christian Peck,1989-03-12,2021-02-25,LT,Kaunas
5804,Debbie Lawrence,1980-04-14,2012-05-23,RO,Timișoara
5805,James Brown,1956-02-16,2020-05-15,IT,Naples
5806,Jennifer Newman,1969-11-27,2012-11-03,SK,Bratislava
5807,Jeremy Perry,1961-12-17,2018-11-03,MT,Mosta
5808,Marvin Gonzalez,1959-09-23,2016-12-10,EE,Tallinn
5809,Micheal Blake,1990-08-17,2010-09-03,FI,Espoo
5810,Timothy Clark,1975-09-21,2014-04-19,LT,Vilnius
5811,Lisa Odom,1948-01-07,2016-02-08,PT,Porto
5812,Samantha Pierce,1966-04-09,2011-05-13,RU,Saint Petersburg
5813,Veronica Bailey,1997-04-27,2014-05-06,PL,Gdansk
5814,William Lee,2005-01-29,2016-10-21,SI,Maribor
5815,Joan Ramirez,1973-02-27,2021-07-02,SE,Stockholm
5816,Jesus Jordan,1965-03-27,2014-06-14,SE,Stockholm
5817,Tracy Adams,2005-06-05,2011-11-17,IT,Milan
5818,Matthew Hawkins,1975-04-16,2019-05-22,IE,Dublin
5819,Timothy Alvarado,1984-01-18,2013-05-20,DK,Odense
5820,Peter Morgan,1978-07-20,2021-03-05,GR,Athens
5821,Whitney Morse,1983-09-23,2017-08-05,FI,Espoo
5822,Michael Estrada,1952-01-16,2010-04-09,IT,Rome
5823,Janet Gill,1944-05-21,2021-01-21,FR,Lyon
5824,Courtney Smith,1980-03-06,2011-03-28,LT,Vilnius
5825,Zachary Gutierrez,1953-12-07,2019-03-24,SE,Gothenburg
5826,Trevor Gill,1976-03-30,2014-05-31,IS,Reykjavik
5827,Yvonne Lowery,1948-03-31,2011-04-25,HR,Zagreb
5828,Tony Kelly,1980-08-23,2018-04-08,FI,Tampere
5829,Corey Anderson,1984-07-30,2023-02-27,MT,Birkirkara
5830,Michael Long,1954-04-23,2017-08-28,CY,Larnaca
5831,Andrew Strong,1984-02-06,2020-08-11,MT,Valletta
5832,Joel Jackson,1972-02-10,2010-11-02,SK,Košice
5833,Sara York,1946-11-10,2022-12-21,CH,Basel
5834,Michael Thomas,1987-01-16,2015-01-29,BE,Ghent
5835,Kerry Daugherty,1967-04-24,2013-09-30,AL,Tirana
5836,Shelby Paul,1987-06-12,2018-11-06,EE,Narva
5837,Larry Turner,1944-03-22,2019-01-17,IE,Limerick
5838,Laura Bailey,1985-06-17,2020-04-12,IS,Kopavogur
5839,Heather Johnson,1970-08-23,2010-10-31,FI,Espoo
5840,Jessica Gutierrez,1981-04-08,2010-03-05,IE,Limerick
5841,Jacob Stevens,1998-06-02,2015-03-29,AT,Graz
5842,Amanda Pearson,1999-12-06,2015-09-11,HU,Szeged
5843,John Lopez,1997-06-05,2023-03-01,FR,Paris
5844,Lynn Dudley,1964-08-11,2019-09-15,GR,Thessaloniki
5845,Jonathan Green,1945-09-02,2019-07-08,CY,Limassol
5846,Kyle Mccarthy,1962-12-20,2023-09-03,EE,Tallinn
5847,Robert Cooper,1968-06-04,2012-07-06,UA,Kharkiv
5848,Amy Russell,1989-12-20,2022-12-30,BG,Sofia
5849,Jamie Barrett,2003-04-21,2023-05-06,MT,Mosta
5850,Angela Lambert,1978-04-19,2022-02-17,FI,Tampere
5851,Patrick Joseph,1960-07-09,2020-12-08,PL,Krakow
5852,Sheila Robinson,1983-10-11,2015-03-07,ES,Madrid
5853,Tasha Wood,1967-09-23,2021-06-12,GB,London
5854,Glenn Schmitt,1979-01-22,2017-12-01,BG,Plovdiv
5855,Diana Contreras,1963-04-05,2019-03-16,IT,Rome
5856,David Perez,1948-05-27,2017-03-11,AL,Tirana
5857,Zachary Stafford,1987-06-04,2011-07-29,CZ,Ostrava
5858,Jill Williams,1950-04-06,2014-10-30,RO,Bucharest
5859,Lisa Peters,1972-08-30,2022-06-08,LV,Daugavpils
5860,Rachel Wolf,1978-08-03,2011-05-09,FI,Espoo
5861,Kenneth Goodman,1985-07-28,2014-03-20,PL,Krakow
5862,Carol Fischer,1970-08-11,2020-10-31,HR,Split
5863,Russell Williams,2006-01-08,2013-06-26,EE,Tartu
5864,James Neal,1954-02-09,2010-06-01,PL,Gdansk
5865,Jacqueline Pratt,1964-09-01,2023-08-05,NO,Oslo
5866,Anthony Blake,1959-08-12,2015-02-24,FR,Lyon
5867,Dawn Johnson,1972-09-04,2010-07-04,HR,Rijeka
5868,Brittany Walton,1963-03-17,2012-08-28,PL,Warsaw
5869,Wendy Green,2000-08-24,2023-10-10,ES,Madrid
5870,Terry Mills,1965-03-19,2017-09-03,PT,Porto
5871,Sandra Richardson,1992-11-25,2016-08-24,HR,Zagreb
5872,Anthony Martin MD,1945-12-10,2017-12-26,CY,Larnaca
5873,Joshua Poole,1977-07-09,2014-04-02,CH,Geneva
5874,Jaime Mccormick,1987-06-21,2015-02-06,RO,Cluj-Napoca
5875,Christian Jackson,1995-10-25,2016-08-14,FI,Espoo
5876,Melanie Brown,1987-07-08,2014-03-22,DK,Copenhagen
5877,Nathan Barton,1957-07-30,2023-07-24,NO,Bergen
5878,Nicole Smith,1962-11-05,2014-10-31,DE,Hamburg
5879,Daniel Price,1969-02-06,2012-08-04,ES,Valencia
5880,Brandy Rodriguez,1985-07-22,2012-02-02,SE,Malmö
5881,Carrie Heath,1970-07-28,2020-07-08,IS,Hafnarfjordur
5882,Janice Velez,1972-05-13,2021-08-16,IE,Limerick
5883,Phillip Benson,1981-01-12,2013-09-26,BE,Antwerp
5884,April Taylor,1962-04-23,2010-05-15,LT,Kaunas
5885,Samantha Torres,1996-05-04,2019-03-29,NO,Bergen
5886,Cody Hobbs,1984-08-04,2014-04-02,GB,Manchester
5887,Julia Cooper,1966-10-30,2021-03-19,LV,Liepaja
5888,Cynthia Moore,2003-04-11,2016-08-07,SK,Bratislava
5889,Victor Smith,1987-12-23,2016-03-07,AT,Vienna
5890,Elizabeth Romero,1994-05-26,2015-02-04,IE,Limerick
5891,Sandra Perez,1950-04-18,2021-11-06,DE,Hamburg
5892,Christopher Cooper,1951-11-27,2021-06-01,AT,Vienna
5893,Amanda Johnson,1987-11-25,2014-03-16,SE,Stockholm
5894,Susan Rivera,1948-12-29,2017-10-28,FI,Helsinki
5895,Carrie Jones,1973-02-13,2020-01-20,PL,Warsaw
5896,Maria Murphy,1954-05-13,2011-01-31,LU,Luxembourg
5897,Tracy Robinson,2002-01-04,2018-04-23,DK,Aarhus
5898,Nicole Martinez,1995-05-18,2020-05-08,NL,Amsterdam
5899,Amanda Garcia,1948-06-25,2012-12-27,GR,Patras
5900,Johnny Fuller,1991-10-10,2017-09-25,CH,Zurich
5901,John Gray,1958-03-19,2023-03-26,BE,Antwerp
5902,Megan George,1958-01-04,2015-09-24,PT,Porto
5903,Julie Vincent,1948-12-11,2019-07-09,LV,Riga
5904,Audrey King,1958-12-13,2010-11-27,NO,Stavanger
5905,Jimmy Sandoval,1986-09-11,2014-07-22,LU,Differdange
5906,Pam Mcintyre,1976-03-18,2021-04-28,IS,Kopavogur
5907,Tiffany Davis,1982-11-30,2018-07-03,IS,Reykjavik
5908,David Flores,1981-02-12,2022-11-01,LU,Luxembourg
5909,Mrs. Susan Campbell DDS,2000-07-23,2020-10-11,GR,Thessaloniki
5910,Randy Potter,1966-07-25,2020-12-18,CH,Zurich
5911,Karen Gonzalez,1994-06-16,2017-01-16,DE,Berlin
5912,William Bradford,1971-04-08,2023-03-10,AT,Graz
5913,Taylor Johnson,1984-06-07,2010-05-15,SI,Maribor
5914,Michael Le,2000-08-20,2012-12-08,BE,Brussels
5915,Robert Nelson,1949-12-18,2020-11-30,IT,Naples
5916,Crystal Sanchez,1973-03-06,2013-10-09,IS,Kopavogur
5917,Kyle Pham,1965-11-08,2020-04-12,SI,Celje
5918,Daniel Rodriguez,1949-05-07,2021-04-20,PT,Lisbon
5919,Mrs. Laura Johnson,2006-07-16,2020-06-03,NL,Amsterdam
5920,Hector Jordan,1958-05-18,2019-09-22,NL,Amsterdam
5921,Michael Ingram,1987-07-24,2012-05-07,IT,Rome
5922,Jillian Le,1960-02-18,2013-06-21,AL,Durrës
5923,Donna Miller,1984-02-24,2023-04-07,FI,Espoo
5924,William Barajas,1991-09-06,2012-07-22,PL,Gdansk
5925,Michael Flynn,1989-06-08,2021-04-05,CY,Nicosia
5926,Molly White,1981-02-20,2015-02-12,PL,Krakow
5927,Thomas Alexander,1981-05-01,2014-06-13,SI,Ljubljana
5928,Jamie Stevens,1950-08-11,2011-02-01,DE,Munich
5929,Benjamin Gutierrez,1956-07-06,2022-10-17,CH,Geneva
5930,Cindy Burns,1951-01-08,2010-04-10,BG,Plovdiv
5931,Colton Anderson,1951-10-31,2019-08-09,SK,Košice
5932,Timothy Collins,1967-12-30,2010-02-01,SE,Malmö
5933,Jason Peters,1954-12-01,2019-11-05,GR,Patras
5934,Brandon Simpson,1987-04-26,2017-01-11,IT,Milan
5935,Daniel Ortiz,1965-05-01,2013-05-22,DE,Hamburg
5936,Nancy Wong,1951-02-28,2023-05-07,DE,Munich
5937,Jeremy Carney,1963-10-26,2012-03-14,RO,Timișoara
5938,Christopher Mcbride,1995-04-15,2020-06-09,IE,Dublin
5939,Leslie Atkins,1963-11-20,2014-07-12,BE,Ghent
5940,Donald Neal,1996-01-20,2018-02-15,DK,Copenhagen
5941,Kenneth Monroe,1946-08-16,2015-07-19,MT,Valletta
5942,Bryan Hernandez,1945-03-15,2014-07-23,HR,Split
5943,Adam James,1964-01-30,2013-07-15,PL,Krakow
5944,Sylvia Reynolds,2003-02-12,2011-03-05,PL,Krakow
5945,William Monroe,1987-09-21,2015-07-19,BE,Brussels
5946,Christine Adams,1944-12-16,2012-12-18,PL,Gdansk
5947,Richard Jones,1987-10-30,2016-04-14,SI,Celje
5948,Deborah Prince,1977-07-19,2019-10-04,CZ,Brno
5949,Jeremy Richard,1961-10-24,2018-08-22,DE,Munich
5950,John West,1963-02-17,2015-04-26,RO,Cluj-Napoca
5951,Mr. Brian Blankenship,1968-08-23,2021-05-22,LT,Kaunas
5952,Michael Harmon,1972-02-28,2010-03-31,LV,Liepaja
5953,Gina Forbes,1948-01-09,2020-12-22,RO,Cluj-Napoca
5954,David Cunningham,1960-04-20,2019-04-01,FI,Helsinki
5955,Kyle Pugh,1960-02-17,2023-08-12,SI,Maribor
5956,Lisa Callahan,1989-05-13,2017-03-18,SK,Prešov
5957,Terry Bates,1944-04-21,2011-11-06,IE,Limerick
5958,Allison Tate,1999-11-21,2022-05-25,EE,Narva
5959,Anthony Hernandez,1983-03-26,2023-07-29,LT,Klaipeda
5960,Katherine Lucero,1957-02-11,2014-11-07,CY,Larnaca
5961,Angela Brown,1989-02-01,2011-05-16,LV,Daugavpils
5962,Rhonda Hart,1964-06-24,2011-08-29,HU,Budapest
5963,Yolanda King,1970-07-18,2013-06-26,CZ,Ostrava
5964,Katrina Hughes,1990-08-09,2023-10-26,HU,Debrecen
5965,Rebecca Brewer,1951-04-22,2014-12-27,DE,Berlin
5966,Danny Paul,1944-10-12,2016-05-25,LV,Riga
5967,Edward Burgess,2005-05-11,2014-04-08,FR,Lyon
5968,Daniel Hartman,1978-12-05,2016-01-20,ES,Valencia
5969,Nicholas Patel,1969-06-03,2020-11-30,HR,Rijeka
5970,Bonnie Brown,1969-07-21,2015-04-22,BG,Plovdiv
5971,Christine Flores,1991-11-07,2019-10-05,LT,Vilnius
5972,Jennifer Santos,1961-07-13,2018-02-27,PL,Gdansk
5973,Vanessa Gomez,1993-06-20,2017-09-08,LU,Differdange
5974,Javier Anderson,1967-07-26,2016-02-20,IE,Cork
5975,Aaron Evans,1985-02-14,2017-10-19,FR,Paris
5976,Robin Yang,2005-01-02,2015-10-05,FI,Helsinki
5977,Laura Li,1973-07-26,2018-11-08,DK,Odense
5978,Christopher Washington,1967-07-15,2019-07-31,UA,Kyiv
5979,Walter Sanders,1957-07-12,2017-10-23,UA,Kharkiv
5980,James Rios,1954-01-13,2019-04-22,IS,Hafnarfjordur
5981,Allen Alvarez,1956-04-08,2020-06-28,IT,Naples
5982,Stephanie Bauer,1957-09-18,2023-05-08,IS,Kopavogur
5983,William Potter,1998-12-29,2020-12-12,ES,Barcelona
5984,Adam Montgomery,1999-05-03,2015-02-28,CH,Geneva
5985,Robert Rios,1976-02-11,2012-04-14,FI,Tampere
5986,Sandra Conrad,1982-10-23,2017-11-07,LV,Riga
5987,Jacob Gomez,1960-10-18,2023-10-09,PL,Krakow
5988,Heather Gonzalez,1948-07-24,2010-11-30,AL,Vlorë
5989,Ryan Pruitt,1947-07-26,2016-10-29,CH,Basel
5990,Cynthia Meza,1947-01-31,2012-05-26,AT,Graz
5991,Tina James,1985-03-02,2016-03-19,HR,Split
5992,Ms. Jennifer Miller MD,1984-02-01,2015-11-17,RU,Novosibirsk
5993,Melissa Medina,1980-05-31,2015-08-10,BE,Ghent
5994,Lauren Simon,1977-07-14,2016-11-02,BE,Ghent
5995,Brenda Johnson,2003-04-30,2011-11-19,CZ,Prague
5996,Kevin Fuller,1968-11-23,2016-09-23,LU,Differdange
5997,John Fletcher,1995-08-27,2010-10-24,LV,Liepaja
5998,Sarah Garcia,1977-11-05,2018-07-10,NL,Rotterdam
5999,Tammy Robinson,1978-10-07,2018-11-30,EE,Tartu
6000,Rachel Stevens,2003-01-21,2018-01-18,MT,Valletta
6001,Mark Holland,1947-02-02,2014-07-26,BE,Ghent
6002,Troy Williams,2002-02-22,2015-04-13,SE,Stockholm
6003,Beth Parker,1971-09-14,2014-10-14,DK,Copenhagen
6004,William White,1970-05-19,2011-10-01,FR,Paris
6005,Emily Odom,1944-02-08,2017-04-17,MT,Valletta
6006,Donald Kennedy,1947-02-24,2015-01-31,HR,Rijeka
6007,Taylor Young,1978-02-12,2013-02-24,SI,Celje
6008,Nicholas Bridges,1986-01-10,2013-07-07,ES,Barcelona
6009,Sarah Anderson,1982-02-08,2010-02-28,IS,Kopavogur
6010,Jeffrey Ross,1965-03-29,2018-09-04,BG,Plovdiv
6011,Michelle Lewis,1956-04-05,2020-02-29,BE,Antwerp
6012,John Evans,1964-05-30,2016-03-11,DE,Hamburg
6013,Phillip Roberts,1985-05-20,2023-11-23,IT,Milan
6014,Sandra Williams,1977-06-19,2016-12-24,SE,Stockholm
6015,Benjamin Knapp,1953-08-06,2016-12-25,BE,Antwerp
6016,Carlos Williams,1974-05-23,2022-07-21,FR,Paris
6017,Terry Taylor,1992-03-11,2014-12-01,UA,Odessa
6018,Tony Peterson,2005-05-17,2012-08-12,LT,Kaunas
6019,Amber Garza,1957-03-16,2010-10-16,IE,Cork
6020,Peter Weber,1969-11-30,2019-11-01,EE,Tallinn
6021,Elizabeth Robertson,1947-08-13,2013-02-16,HU,Budapest
6022,Jared Weaver,1985-05-01,2010-07-04,FI,Tampere
6023,Michael Gutierrez,1949-05-17,2023-03-06,ES,Valencia
6024,Brandi Walker,1984-02-13,2017-09-13,RU,Saint Petersburg
6025,Madeline Harvey,1949-05-02,2022-11-28,SK,Prešov
6026,Brenda Banks MD,1981-03-09,2015-11-07,IS,Reykjavik
6027,Mark Torres,1999-04-28,2014-11-17,RO,Cluj-Napoca
6028,Tonya Hoover,1974-06-06,2021-04-29,RO,Cluj-Napoca
6029,George Nelson,2006-06-18,2011-03-30,PT,Lisbon
6030,Matthew Rodgers,1997-02-26,2018-08-13,IE,Dublin
6031,Patrick Smith,1953-03-02,2013-02-01,SI,Maribor
6032,Benjamin Tyler,1972-10-29,2012-09-05,LV,Riga
6033,David Dalton,1994-06-03,2012-08-22,LV,Riga
6034,Eric Miller,1959-02-15,2022-03-16,UA,Kharkiv
6035,Thomas Castro,1959-04-21,2016-05-21,CZ,Prague
6036,Jeffrey Davenport,2004-06-15,2022-10-01,PL,Warsaw
6037,Richard Martinez,1989-01-29,2017-11-22,NO,Oslo
6038,Andrew Jones,2000-03-29,2011-01-19,MT,Valletta
6039,Lisa Moore,1962-11-24,2013-04-07,CY,Limassol
6040,Anne Hendricks,1973-12-14,2012-07-23,DK,Copenhagen
6041,Alexander Rowe,1963-08-25,2018-04-29,GB,London
6042,Stephanie Allen,1948-01-04,2011-07-03,EE,Tartu
6043,David Key,1944-01-15,2018-01-22,IT,Rome
6044,Eric Parker,1983-01-18,2018-09-19,MT,Birkirkara
6045,James Rodgers,1953-10-25,2013-03-16,DK,Aarhus
6046,Christopher Mason,1963-01-27,2020-05-05,AL,Tirana
6047,Melissa Jones DVM,1964-10-23,2017-02-26,HR,Zagreb
6048,Traci Moon,1991-10-26,2014-04-16,PT,Porto
6049,Catherine Miller,1994-09-22,2014-08-05,NL,Rotterdam
6050,Mary Sims,1975-09-05,2019-08-15,RU,Saint Petersburg
6051,Jennifer Gutierrez,1954-11-11,2020-10-17,AT,Vienna
6052,Roger Pope,1945-12-02,2015-08-09,PT,Amadora
6053,Melissa Chandler MD,1986-05-19,2021-05-27,CY,Nicosia
6054,Robert Cooper,1976-01-23,2010-01-02,MT,Mosta
6055,Julie Williams,1961-06-08,2012-10-23,CH,Zurich
6056,Kyle Rodriguez,1978-12-20,2013-08-13,IS,Hafnarfjordur
6057,Beth Thomas,1962-08-05,2010-09-02,RU,Saint Petersburg
6058,Nicole Figueroa,1944-12-30,2014-07-22,CZ,Prague
6059,Joan Underwood,1954-03-27,2018-03-27,HU,Szeged
6060,Carrie Young,1990-12-24,2015-08-19,EE,Narva
6061,Susan Frazier,1947-01-16,2013-03-27,SI,Ljubljana
6062,Michael Murillo,1986-10-31,2015-06-28,SE,Gothenburg
6063,Sarah Houston,2004-08-29,2019-05-19,IE,Dublin
6064,Julie Woods,1971-05-20,2012-06-08,BE,Ghent
6065,Tammy Moore,1946-07-29,2012-10-09,CZ,Brno
6066,Jessica Jacobs,1965-04-14,2013-05-31,FI,Helsinki
6067,Elizabeth Savage,1987-02-15,2015-06-24,IT,Milan
6068,Daniel Garner,1985-05-31,2015-09-19,ES,Valencia
6069,Tara Wilcox,1944-12-21,2017-01-23,SE,Gothenburg
6070,Dr. Christopher Burke,1949-04-07,2015-06-10,AT,Graz
6071,Paul Williams,1967-06-01,2023-12-05,FR,Marseille
6072,Garrett Conrad,1985-09-13,2023-05-29,BG,Varna
6073,Christine Nichols,1957-11-30,2022-05-19,ES,Madrid
6074,Elizabeth Carpenter,1989-03-30,2011-12-24,GR,Athens
6075,Vanessa Rice DDS,1997-03-28,2010-05-22,RO,Timișoara
6076,Derrick Ward,1988-07-03,2012-06-03,ES,Madrid
6077,John Merritt,1967-08-24,2020-08-16,BE,Antwerp
6078,Lori White,1977-10-20,2022-12-17,HU,Budapest
6079,Miranda Smith,1950-06-27,2014-08-28,CY,Limassol
6080,Kevin Miller,2002-10-19,2012-02-10,ES,Madrid
6081,Veronica Gardner,1946-09-23,2023-03-27,NL,The Hague
6082,Danielle Blevins,1997-01-26,2013-11-19,NL,Amsterdam
6083,Matthew Stone,1945-08-19,2011-06-10,DK,Odense
6084,Eric Rivas,1998-11-05,2019-08-20,NL,Amsterdam
6085,Mitchell Wong,1967-10-23,2020-03-06,AL,Durrës
6086,Kevin Oneal,1968-09-04,2014-07-02,PT,Amadora
6087,Jennifer Oconnor,1950-08-01,2015-05-04,CY,Limassol
6088,Ellen Salazar,1978-03-26,2018-12-16,FI,Tampere
6089,Shawn Rice,1991-07-26,2013-10-13,IT,Naples
6090,Yesenia Hartman,2002-10-17,2010-06-04,PT,Amadora
6091,Gwendolyn Howell,1957-08-23,2018-04-27,RU,Saint Petersburg
6092,Kimberly Bishop,1953-02-28,2010-02-15,GB,Birmingham
6093,Dana Howard,2000-10-05,2020-12-10,IS,Reykjavik
6094,Alexis Gould,1958-04-14,2010-02-20,MT,Birkirkara
6095,Zachary Hopkins,2006-05-26,2023-08-14,SK,Bratislava
6096,Nicholas Long,1999-06-22,2014-11-14,DK,Odense
6097,Kimberly Ellison,2006-02-21,2018-04-07,LU,Luxembourg
6098,Edward Kennedy,2002-02-08,2023-12-13,IE,Limerick
6099,Heather Long,1952-09-01,2021-01-10,EE,Narva
6100,Lindsay Jefferson,1976-07-03,2017-07-31,DK,Odense
6101,Jessica Hogan,1970-09-03,2010-02-01,LV,Daugavpils
6102,Kyle Hansen,1952-05-13,2012-12-29,EE,Narva
6103,Michael Martin,1964-05-16,2019-07-14,SK,Prešov
6104,Adrian Rice,2003-08-01,2021-03-14,LV,Daugavpils
6105,Kristin Moore,1965-09-21,2023-05-21,LU,Differdange
